X,Y,portid,portname,country,ISO3,continent,fullname,lat,lon,vessel_count_total,vessel_count_container,vessel_count_dry_bulk,vessel_count_general_cargo,vessel_count_RoRo,vessel_count_tanker,industry_top1,industry_top2,industry_top3,share_country_maritime_import,share_country_maritime_export,LOCODE,pageid,countrynoaccents,ObjectId
-9999793.374,1525552.393,port6,Acajutla,El Salvador,SLV,North America,"Acajutla, El Salvador",13.57544007,-89.82967226,689,210,194,27,44,212,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,100,100,SV AQJ,9f3b0522020b4c46a545c89cd56e9445,El Salvador,95
12364593.43,2448785.65,port1196,Shui Dong,China,CHN,Asia & Pacific,"Shui Dong, China",21.47648316,111.0730326,279,0,5,7,0,266,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.01,0.05,,14d4622a0385425b957ed1782da52ce2,China,96
945528.5273,5513573.724,port1171,Savona,Italy,ITA,Europe,"Savona, Italy",44.31020779,8.493827276,704,59,57,466,86,35,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,1.55,0.83,,79c2d9cc9dc84a10b756cac07bce8466,Italy,97
-11117745.61,1902535.791,port7,Acapulco,Mexico,MEX,North America,"Acapulco, Mexico",16.84281811,-99.8724081,101,0,0,1,14,85,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.26,0.11,MX ACA,de55dd88c78d486d8ba3f46c339dca49,Mexico,98
13775837.54,-1821282.084,port591,Koolan,Australia,AUS,Asia & Pacific,"Koolan, Australia",-16.14294107,123.7504541,30,0,30,0,0,0,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.01,0.13,,55c141d968f54791b593f455a8871d1f,Australia,99
13140080.09,4587388.333,port1233,Sundaomen Wuz,China,CHN,Asia & Pacific,"Sundaomen Wuz, China",38.05634359,118.0393478,0,0,0,0,0,0,Mineral Products,Chemical & Allied Industries,Wood & Wood Products,0,0,,c5071f9d30874745ab484fca3c82f73d,China,100
685063.1805,8972140.03,port30,Alesund,Norway,NOR,Europe,"Alesund, Norway",62.4728339,6.154027256,845,283,14,369,2,176,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,1.67,0.79,NO AES,62201512abad4d8685d701cc4317c3e7,Norway,101
4335901.8,5975216.523,port1249,Taganrog,Russian Federation,RUS,Europe,"Taganrog, Russian Federation",47.20266132,38.95006857,529,2,12,415,0,100,Mineral Products,Machinery & Electrical Equipment,Prepared Foodstuffs & Beverages,0.14,0.32,RU TAG,cb11183f86f64d3c9ded8ed7cae0fd82,Russian Federation,102
13502859.07,4798554.691,port410,Gourd Shanzui,China,CHN,Asia & Pacific,"Gourd Shanzui, China",39.53469957,121.2982468,1362,2,183,47,0,1129,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.21,0.38,,f21094a84990442488f4421ae5644aba,China,103
13484977.73,3722361.747,port1253,Taicang,China,CHN,Asia & Pacific,"Taicang, China",31.68751575,121.137616,6524,1248,2257,1513,128,1376,Mineral Products,Wood & Wood Products,Vegetable Products,2.64,0.53,,3583cb8dc975454189f759d8f385820d,China,104
604257.5916,7016897.173,port454,Harlingen,The Netherlands,NLD,Europe,"Harlingen, The Netherlands",53.1828773,5.428138301,252,22,2,216,0,10,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.02,0.29,NL HAR,56876ba8480245438e77bbe515cdaeb2,The Netherlands,105
16483925.3,-2260449.016,port0,Abbot Point,Australia,AUS,Asia & Pacific,"Abbot Point, Australia",-19.89375525,148.0776204,367,0,367,0,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.09,2.09,AU ABP,70c2b1174cb1481dabbd0ffd248143e1,Australia,106
709293.5139,8973666.811,port39,Alvika,Norway,NOR,Europe,"Alvika, Norway",62.47917202,6.371692045,261,10,38,199,0,13,Mineral Products,Animal & Animal Products,Chemical & Allied Industries,0.45,0.09,NO ALV,f86a4ececa65448db1f20b11f40ea93f,Norway,107
13249384.6,4755430.989,port1266,Tangshan (Jingtang),China,CHN,Asia & Pacific,"Tangshan (Jingtang), China",39.23528919,119.0212469,2714,214,2227,231,0,41,Mineral Products,Metals,Vegetable Products,4.3,3.23,,8ff219c3f1af499a8af8fc0668b395cc,China,108
16611408.23,-2404682.448,port675,Mackay,Australia,AUS,Asia & Pacific,"Mackay, Australia",-21.10734084,149.222819,200,0,59,35,7,97,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.04,0.09,AU MKY,fdda1cfd3b2b490f87bb52369a3aff24,Australia,109
13095940.55,59556.22049,port1270,Tanjung Sangata,Indonesia,IDN,Asia & Pacific,"Tanjung Sangata, Indonesia",0.534994857,117.6428356,384,0,369,5,0,10,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,0.64,16.51,,ef4ee8559c204ad69faa6d9757bad78e,Indonesia,110
13106046.06,4713041.499,port1297,Tianjin Xin Gang,China,CHN,Asia & Pacific,"Tianjin Xin Gang, China",38.9397259,117.7336149,10036,3497,2998,1343,644,1552,Mineral Products,Chemical & Allied Industries,Vegetable Products,6.63,7.48,,1251d60de98747a691dd5cfbed46fa07,China,111
-10033322.3,3494559.46,port812,New Orleans,United States,USA,North America,"New Orleans, United States",29.93003343,-90.13086772,5268,449,2279,397,9,2134,Mineral Products,Vegetable Products,Chemical & Allied Industries,5.4,11.56,US MSY,0e77e5214e0546a591988ef81488fc56,United States,112
-10896508.59,2569746.865,port38,Altamira,Mexico,MEX,North America,"Altamira, Mexico",22.48409602,-97.88500212,1702,581,321,185,168,447,Mineral Products,Chemical & Allied Industries,Vegetable Products,12.1,7.74,MX ATM,a2fad640cb404366967bda15bda47a31,Mexico,113
13251633.89,4475421.699,port1385,Weifang Port,China,CHN,Asia & Pacific,"Weifang Port, China",37.26008605,119.0414526,717,68,189,317,0,142,Mineral Products,Prepared Foodstuffs & Beverages,Wood & Wood Products,0.12,0.16,,b65cbe2b4f2c4433b349ab0c08fb19a7,China,114
11175141.42,-113683.0533,port1281,Teluk Bayur,Indonesia,IDN,Asia & Pacific,"Teluk Bayur, Indonesia",-1.021178175,100.3880034,1098,141,263,246,0,446,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.72,2.33,,837f68285c3b4c37bc1d699c7914d47d,Indonesia,115
-10508614.09,2051688.097,port252,Coatzacoalcos,Mexico,MEX,North America,"Coatzacoalcos, Mexico",18.12075961,-94.40048653,1217,52,96,48,21,999,Mineral Products,Chemical & Allied Industries,Vegetable Products,8.38,21.8,MX COA,32a99e5517bb43dbb5c9e2516d9c994c,Mexico,116
12450147.67,2475011.27,port423,Guangdong Yangjiang Port,China,CHN,Asia & Pacific,"Guangdong Yangjiang Port, China",21.69554902,111.8415794,494,1,331,50,0,110,Mineral Products,Metals,Prepared Foodstuffs & Beverages,0.46,0.07,,a15a192164fd489a901e786e355c3a9d,China,117
341337.5798,4406635.563,port32,Alger,Algeria,DZA,Africa,"Alger, Algeria",36.76668624,3.06628765,899,364,96,227,1,209,Vegetable Products,Mineral Products,Wood & Wood Products,21.18,0.99,,350cd25fa5404a909cfbc1242bad1d03,Algeria,118
-10373087.78,2088198.738,port298,Dos Bocas Terminal,Mexico,MEX,North America,"Dos Bocas Terminal, Mexico",18.4321946,-93.18303296,121,0,11,24,0,84,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.12,0.47,MX DBT,48f2b8f4c14d4a6d9a97e8b6a419b645,Mexico,119
19373105.73,-4730037.56,port813,New Plymouth,New Zealand,NZL,Asia & Pacific,"New Plymouth, New Zealand",-39.0583807,174.0315698,274,0,116,21,0,136,Mineral Products,Wood & Wood Products,Prepared Foodstuffs & Beverages,3.81,6.84,NZ NPL,bc1f77fcd1534dacb0cb9bdc45b43a23,New Zealand,120
-12982591.01,3743579.811,port326,Ensenada,Mexico,MEX,North America,"Ensenada, Mexico",31.84956467,-116.6245993,359,240,74,41,0,3,Mineral Products,Vegetable Products,Chemical & Allied Industries,2.23,1.46,MX ESE,947232e395d34b06a911a3a2122ffc99,Mexico,121
14682683.31,5325815.969,port1369,Vladivostok,Russian Federation,RUS,Europe,"Vladivostok, Russian Federation",43.09088665,131.8967883,4292,961,285,1664,264,1117,Mineral Products,Vegetable Products,Metals,16,2.08,RU VVO,bab7b60c39e641e3af67fc5b2e3e0954,Russian Federation,122
13604619.61,4502068.784,port1386,Weihai,China,CHN,Asia & Pacific,"Weihai, China",37.45036229,122.2123773,654,428,126,73,0,24,Mineral Products,Vegetable Products,Metals,0.14,0.17,CN WEI,0ba8b694888b42fa9d70b7f8032e26d8,China,123
1913625.513,4938932.956,port1275,Taranto,Italy,ITA,Europe,"Taranto, Italy",40.50043567,17.19039046,806,47,186,301,0,271,Mineral Products,Metals,Chemical & Allied Industries,5.09,4.09,IT TAR,0fef0f729d8f452d8d1e96eb013e58fb,Italy,124
513993.0643,6886785.029,port487,IJmuiden,The Netherlands,NLD,Europe,"IJmuiden, The Netherlands",52.47671569,4.617278256,2898,352,296,1398,68,782,Mineral Products,Chemical & Allied Industries,Metals,5.78,3.98,,a8839568a34a4b85bab05488436c90ca,The Netherlands,125
-12341698.53,3239308.772,port427,Guaymas,Mexico,MEX,North America,"Guaymas, Mexico",27.92331318,-110.8673642,430,7,207,46,0,169,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,1.12,7.55,MX GYM,314bf82fdb3b468ea718cd09b2dd58f1,Mexico,126
858240.5401,8680120.299,port64,Ardalstangen,Norway,NOR,Europe,"Ardalstangen, Norway",61.2355915,7.709705946,195,21,27,144,0,2,Mineral Products,Metals,Chemical & Allied Industries,1.91,0.29,NO ARD,0e0ad8f06a1b444880188bd4e894b58a,Norway,127
13460031.58,3249059.132,port1390,Wenzhou,China,CHN,Asia & Pacific,"Wenzhou, China",28.0006769,120.9135209,375,19,171,50,0,132,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.29,0.01,CN WNZ,91bacc9f031d4af9b0dd8aec0bd98c10,China,128
-8257615.402,4958356.664,port815,New York-New Jersey,United States,USA,North America,"New York-New Jersey, United States",40.63298387,-74.17942126,3932,2189,198,68,341,1134,Mineral Products,Chemical & Allied Industries,Vegetable Products,12.88,1.88,,573a99f0db4e483f98aeec3f23e2274d,United States,129
-11375112.16,2031024.385,port637,Lazaro Cardenas,Mexico,MEX,North America,"Lazaro Cardenas, Mexico",17.94425213,-102.1843711,1580,801,261,43,235,238,Mineral Products,Metals,Vegetable Products,18.11,12.51,MX LZC,ee32d602a45841a48cec1305cd5c05fc,Mexico,130
13327340.18,3069293.33,port1403,Xiagong,China,CHN,Asia & Pacific,"Xiagong, China",26.56552028,119.7215338,1022,28,768,93,5,127,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.34,0.42,,c02c357194924850bcd0976bf0552636,China,131
16132148.95,-4555181.504,port729,Melbourne,Australia,AUS,Asia & Pacific,"Melbourne, Australia",-37.82817816,144.9175597,1970,923,257,197,327,265,Mineral Products,Vegetable Products,Chemical & Allied Industries,10.86,0.27,AU MEL,90ae5d7dceda4a5e96a5bd6ef82d6387,Australia,132
14610616.54,-97600.80343,port1287,Tg. Sorong,Indonesia,IDN,Asia & Pacific,"Tg. Sorong, Indonesia",-0.876728719,131.2494015,288,94,0,17,0,174,Mineral Products,Prepared Foodstuffs & Beverages,Metals,0.14,0.01,,24e13668ad2041189c8529cbb910016d,Indonesia,133
-11609249.31,2161561.617,port699,Manzanillo,Mexico,MEX,North America,"Manzanillo, Mexico",19.05626745,-104.2876609,2003,1246,380,96,35,245,Mineral Products,Vegetable Products,Chemical & Allied Industries,22.8,17.52,MX ZLO,debb756cfb934827a80b5bb21d13c88c,Mexico,134
13137987.93,2810287.848,port1404,Xiamen,China,CHN,Asia & Pacific,"Xiamen, China",24.46593394,118.0205536,6885,5041,839,691,49,263,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.86,2.98,CN XAM,b403e1fbd2bc4e3d9c599d4fdc2316cc,China,135
469227.7913,6786085.081,port1114,Rotterdam,The Netherlands,NLD,Europe,"Rotterdam, The Netherlands",51.92228121,4.215144967,23415,7274,1135,6283,262,8460,Mineral Products,Chemical & Allied Industries,Vegetable Products,75.54,66.39,NL RTM,eaea80cf75f54d2e924223abc70979f3,The Netherlands,136
13603992,-2037607.092,port176,Broome,Australia,AUS,Asia & Pacific,"Broome, Australia",-18.0005002,122.2067394,51,0,3,32,0,15,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.05,0.01,AU BME,b36bb56dbf33497bad7fda45d90c0a55,Australia,137
13245577.25,2896059.109,port1405,Xiuyu,China,CHN,Asia & Pacific,"Xiuyu, China",25.16527891,118.9870449,1775,0,694,123,0,956,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.79,0.68,,0fd8ecf90f7246f99e364299a9850a11,China,138
12193773.8,2452900.718,port424,Guangxi Beibu Gulf Port,China,CHN,Asia & Pacific,"Guangxi Beibu Gulf Port, China",21.51087873,109.5385338,425,0,251,35,0,138,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.47,0.03,,1aa6d82276f74b5d9b1fa3ce970e2968,China,139
864687.7023,4424651.924,port53,Annaba,Algeria,DZA,Africa,"Annaba, Algeria",36.89622629,7.76762179,405,128,140,122,1,14,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,7.82,6.52,DZ AAE,3541ca4603214711889265f27c8d2859,Algeria,140
-11846265.1,2655382.766,port723,Mazatlan,Mexico,MEX,North America,"Mazatlan, Mexico",23.19306025,-106.41681,503,57,48,147,49,200,Mineral Products,Vehicles & Equipment,Prepared Foodstuffs & Beverages,1.62,0.71,MX MZT,0f1e7142f0704ba781b690118b2c490f,Mexico,141
686919.7423,8212108.205,port65,Ardal,Norway,NOR,Europe,"Ardal, Norway",59.14645139,6.170705035,136,11,5,119,0,0,Mineral Products,Chemical & Allied Industries,Metals,0.03,0.21,,5cd431589e8a49acaa50adb12c4e5ffb,Norway,142
-29791.57872,4275776.812,port70,Arzew,Algeria,DZA,Africa,"Arzew, Algeria",35.81923502,-0.267622305,1093,22,124,104,0,842,Mineral Products,Chemical & Allied Industries,Metals,8.85,63.27,,a99340ed62c249828bdcff63dabb4df7,Algeria,143
12153405,2245493.663,port1409,Yangpu,China,CHN,Asia & Pacific,"Yangpu, China",19.7673758,109.1758947,1240,211,272,352,0,403,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.25,0.23,,1eb7fa1095494be18cf7dcd40f74a9b8,China,144
-12281962.49,2786416.013,port905,Pichilingue,Mexico,MEX,North America,"Pichilingue, Mexico",24.27059407,-110.3307462,406,0,83,76,0,246,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.94,0.38,MX PIC,ff430a58f93f41b78c92f94d695cbf11,Mexico,145
1535077.655,5720079.71,port1318,Trieste,Italy,ITA,Europe,"Trieste, Italy",45.62262646,13.7898372,1913,633,38,769,2,470,Mineral Products,Wood & Wood Products,Chemical & Allied Industries,20.33,4.81,IT TRS,4968c6ac2b244968bf8394160df2d1e7,Italy,146
3977992.01,3164461.66,port305,Duba Bulk Plant Tanker Terminal,Saudi Arabia,SAU,Asia & Pacific,"Duba Bulk Plant Tanker Terminal, Saudi Arabia",27.32760527,35.73491023,77,0,0,0,0,77,Mineral Products,Chemical & Allied Industries,Vegetable Products,1.06,0.04,,01a3857f80e54001b8fc83880b3c8470,Saudi Arabia,147
13515368.42,4517079.01,port1410,Yantai,China,CHN,Asia & Pacific,"Yantai, China",37.55733184,121.4106202,1713,686,388,299,315,24,Mineral Products,Machinery & Electrical Equipment,Metals,0.74,0.55,CN YAT,c08000945dd14ba8b967deb53eda2025,China,148
-9982619.169,2432926.099,port1023,Progreso Yucatan,Mexico,MEX,North America,"Progreso Yucatan, Mexico",21.34384604,-89.67539375,615,199,129,107,0,178,Mineral Products,Vegetable Products,Chemical & Allied Industries,3.45,1.14,MX PGO,7e49d26e1ce5476895cd13c32707c96f,Mexico,149
18986812.67,-5756196.339,port865,Dunedin,New Zealand,NZL,Asia & Pacific,"Dunedin, New Zealand",-45.84907536,170.5614402,325,156,79,5,0,84,Wood & Wood Products,Animal & Animal Products,Prepared Foodstuffs & Beverages,1.4,5.71,NZ DUD,8c4d106a2ec04762b83e6c65c66e8a45,New Zealand,150
14811373.93,5271253.491,port1374,Vostochnyy,Russian Federation,RUS,Europe,"Vostochnyy, Russian Federation",42.73190378,133.0528358,1470,357,669,227,0,216,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,3.78,6.22,,eee92ae658ee4383984ea33a5464d065,Russian Federation,151
-13032176.06,3812680.789,port1109,Rosarito,Mexico,MEX,North America,"Rosarito, Mexico",32.37533608,-117.0700294,134,0,0,0,0,133,Mineral Products,Chemical & Allied Industries,Prepared Foodstuffs & Beverages,2.24,0.21,,235533c9802f41739203dc4a29150849,Mexico,152
424484.6042,6676790.112,port1284,Terneuzen,The Netherlands,NLD,Europe,"Terneuzen, The Netherlands",51.31267679,3.813210078,4173,907,202,1488,54,1520,Mineral Products,Chemical & Allied Industries,Vegetable Products,3.96,8.75,NL TNZ,ac14ac78b6b44a91b9d2ce6c02393abb,The Netherlands,153
12875717.42,-3938162.46,port190,Bunbury,Australia,AUS,Asia & Pacific,"Bunbury, Australia",-33.32230005,115.6645375,452,0,408,28,0,15,Mineral Products,Vegetable Products,Chemical & Allied Industries,1.31,0.92,AU BUY,88e3a2ba7ad040f5ad89b3c03cfcf19c,Australia,154
12723095.98,2581893.185,port1414,Yantian,China,CHN,Asia & Pacific,"Yantian, China",22.58487742,114.2935158,3230,3090,0,17,0,121,Mineral Products,Prepared Foodstuffs & Beverages,Vegetable Products,0.5,3.91,,4b79fd2667f1435caee27b6b569f418f,China,155
-10596331.46,1826756.842,port1136,Salina Cruz,Mexico,MEX,North America,"Salina Cruz, Mexico",16.19017688,-95.18846509,259,8,6,11,0,233,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",0.13,8.33,MX SCX,4ac55a6051554447a694fa714ff09a40,Mexico,156
15186547.09,-1558019.451,port741,Milner Bay,Australia,AUS,Asia & Pacific,"Milner Bay, Australia",-13.85877777,136.4230736,188,0,175,0,0,12,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.03,0.38,AU MIB,7a6526520b554dbc954f3053b1bdd842,Australia,157
13585761.34,4972141.012,port1415,Yingkou,China,CHN,Asia & Pacific,"Yingkou, China",40.72688954,122.0429706,824,23,204,52,0,545,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,0.5,0.3,,e92bc875ebb2401ba41fa52ba1fdb1f2,China,158
12456791.14,-759258.8715,port1327,Tuban,Indonesia,IDN,Asia & Pacific,"Tuban, Indonesia",-6.80448666,111.9012587,1139,0,352,50,0,735,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",2.88,1.78,,5828c296d00f42f6b030c4ec1bac6d8e,Indonesia,159
-9699497.557,2341248.761,port1144,San Miguel De Cozumel,Mexico,MEX,North America,"San Miguel De Cozumel, Mexico",20.57479256,-87.13206904,148,3,120,24,0,0,Mineral Products,Vegetable Products,Chemical & Allied Industries,0.3,6.93,,1067877206a145718533355457ca4ffd,Mexico,160
12632936.57,2635349.538,port425,Guangzhou,China,CHN,Asia & Pacific,"Guangzhou, China",23.02754052,113.4836,8123,4876,520,580,563,1583,Mineral Products,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,2.29,2.39,CN GGZ,b2aed870c935402cadd00d7a257246f0,China,161
13406073.83,3759980.036,port1425,Zhangjiangang,China,CHN,Asia & Pacific,"Zhangjiangang, China",31.97462356,120.4288102,2422,177,693,295,2,1253,Vegetable Products,Mineral Products,Wood & Wood Products,1.09,0.27,,aeb012c6e5a64054b63ab05cb14af181,China,162
565758.5029,4403706.855,port138,Bejaia,Algeria,DZA,Africa,"Bejaia, Algeria",36.74560772,5.082295103,415,45,111,159,0,98,Vegetable Products,Mineral Products,Prepared Foodstuffs & Beverages,13.24,1.85,,6dd5874b14dd4cf9a6a037b790fc861a,Algeria,163
-10889810.66,2541544.421,port1260,Tampico,Mexico,MEX,North America,"Tampico, Mexico",22.24980975,-97.82483356,723,65,167,141,0,348,Mineral Products,Chemical & Allied Industries,"Plastics, Rubber, Leather",1.98,3.96,MX TAM,639f02e18bb7487492fd640e56319ebf,Mexico,164
5367236.078,-1505768.178,port50,Andoany,Madagascar,MDG,Africa,"Andoany, Madagascar",-13.40261812,48.21470202,20,0,0,0,0,20,Prepared Foodstuffs & Beverages,Chemical & Allied Industries,"Plastics, Rubber, Leather",0,0,,0858a353e7b5470c86c98bafc3d43e25,Madagascar,165
12290608.01,2417190.628,port1426,Zhanjiang,China,CHN,Asia & Pacific,"Zhanjiang, China",21.21212795,110.4084103,1833,203,950,146,0,533,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,3.55,0.64,CH ZHA,cd4fbc54823e4b5fb831ac55f843a5dd,China,166
-12140043.03,2948285.856,port1310,Topolobampo,Mexico,MEX,North America,"Topolobampo, Mexico",25.58916703,-109.055862,317,0,96,52,0,168,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,1.96,1.35,,4abb204f91194b169c03e9ac013b72cd,Mexico,167
-8508746.576,4436858.168,port818,Newport News,United States,USA,North America,"Newport News, United States",36.9838661,-76.43537098,418,3,326,27,47,14,Mineral Products,Chemical & Allied Industries,Vegetable Products,0.07,2.65,US NNS,7a32866cb4a74a4db55b00f9f86dd985,United States,168
13487122.58,3585681.014,port1427,Zhapu,China,CHN,Asia & Pacific,"Zhapu, China",30.63688515,121.1568835,1354,279,307,75,0,692,Mineral Products,Vegetable Products,Prepared Foodstuffs & Beverages,0.37,0.09,,22590e69020b44039d613334a624f5ec,China,169
4359984.365,2446909.24,port518,Jeddah,Saudi Arabia,SAU,Asia & Pacific,"Jeddah, Saudi Arabia",21.46079659,39.16640594,3828,1957,192,775,326,577,Mineral Products,Vegetable Products,Chemical & Allied Industries,27.12,2.65,,84dafda41f8a446e9eeb98ea90b19bae,Saudi Arabia,170
19369898.67,-5054182.179,port906,Picton,New Zealand,NZL,Asia & Pacific,"Picton, New Zealand",-41.28305426,174.0027603,62,0,40,20,0,0,Wood & Wood Products,Mineral Products,Animal & Animal Products,0.07,2,NZ PCN,d71fb51cb2d64c43aa8498693777861d,New Zealand,171
